CountyID,FacilityName,lat,lon,parent_org,Capacity,county_name,Expiration,Fcltyaddress,address
3,Hernandez Home,42.4227149,-85.9828194,Hernandez Home LLC,6,ALLEGAN,20210226,"94 45 th street , bloomingdale , mi 49026 , usa","94 45th st, bloomingdale, mi 49026, usa"
3,Jones Circle,42.5173959,-85.8538617,MOKA Non-Profit Services Corp,6,ALLEGAN,20210324,"205 thomas st. , allegan , mi 49010 , usa","205 thomas st, allegan, mi 49010, usa"
3,LakeSide Vista Amsterdam Haus,42.7609571,-86.12218,Leisure Living Management of Holland Inc.,20,ALLEGAN,20210315,"340 west 40 th street , holland , mi 49423 , usa","340 w 40th st, holland, mi 49423, usa"
3,LakeSide Vista Delph Haus,42.7615369,-86.1230729,Leisure Living Management of Holland Inc.,20,ALLEGAN,20220204,"344 west 40 th street , holland , mi 49423 , usa","344 w 40th st, holland, mi 49423, usa"
3,LakeSide Vista Friesland Haus,42.76148,-86.1231373,Leisure Living Management of Holland Inc.,20,ALLEGAN,20200405,"346 west 40 th street , holland , mi 49423 , usa","346 w 40th st, holland, mi 49423, usa"
3,LakeSide Vista Zeeland Haus,42.76148,-86.1231373,Leisure Living Management of Holland Inc.,20,ALLEGAN,20200405,"346 west 40 th street , holland , mi 49423 , usa","346 w 40th st, holland, mi 49423, usa"
3,"Liberty House, AFC",42.6802517,-85.6421422,"Amy John and Girls, LLC",6,ALLEGAN,20210314,"130 oak street , wayland , mi 49348 , usa","130 oak st, wayland, mi 49348, usa"
3,Mapleridge,42.4198871,-86.2373755,Lorna Dwyer,6,ALLEGAN,20210517,"7111 baseline road , south haven , mi 49090 , usa","7111 baseline rd, south haven, mi 49090, usa"
3,Maplewood 0f Sandy Creek,42.6787261,-85.6376258,Laurel Health Care Co Of Wayland,20,ALLEGAN,20200404,"425 east elm street , wayland , mi 49348 , usa","425 e elm st, wayland, mi 49348, usa"
3,Mariette AFC,42.4443782,-85.6352369,"Verkaik, Edward and Marcia",6,ALLEGAN,20210410,"134 mariette street , plainwell , mi 49080 , usa","134 mariette st, plainwell, mi 49080, usa"
3,Mary's Home,42.5518903,-85.8684937,"Dotson, Mary & Beaumont, Leslie",6,ALLEGAN,20201031,"3295 babylon road , allegan , mi 49010 , usa","3295 babylon rd, allegan, mi 49010, usa"
3,Morrell's Family Home,42.4918607,-85.6630057,Glenda Pillars,6,ALLEGAN,20210127,"1212 110 th ave , martin , mi 49070 , usa","1212 110th ave, martin, mi 49070, usa"
3,Norma Jeans AFC,42.5380344,-85.7421206,"Donald Bailey, Deborah Goderre",6,ALLEGAN,20220219,"1620 20 th , allegan , mi 49010 , usa","1620 20th st, allegan, mi 49010, usa"
3,Rehoboth Oaks,42.6952249,-85.8385057,"Rehoboth AFC, Inc.",12,ALLEGAN,20211015,"2990 138 th avenue , dorr , mi 49323 , usa","2990 138th ave, dorr, mi 49323, usa"
3,River Court AFC,42.4612112,-85.6899763,"Mcillwain, Joseph & Vanorder, Brandy",6,ALLEGAN,20200502,"335 court street , otsego , mi 49078 , usa","335 court st, otsego, mi 49078, usa"
3,Serenity Homes East,42.7676792,-86.179507,"CSM Serenity, LLC",13,ALLEGAN,20201106,"1710 west 32 nd st. , holland , mi 49423 , usa","1710 32nd st, holland, mi 49423, usa"
3,Serenity Homes West,42.7680584,-86.1794586,"CSM Serenity, LLC",20,ALLEGAN,20201106,"1714 west 32 nd st , holland , mi 49423 , usa","1714 32nd st, holland, mi 49423, usa"
3,Simmons Home,42.7680694,-86.1275099,MOKA Non-Profit Services Corp,4,ALLEGAN,20211007,"444 32 nd street , holland , mi 49423 , usa","444 32nd st, holland, mi 49423, usa"
3,Stanford Lodge,42.4468528,-85.6545253,Abdul Shaikh,20,ALLEGAN,20201117,"409 naomi street , plainwell , mi 49080 , usa","409 naomi st, plainwell, mi 49080, usa"
3,Sunset House,42.5447252,-85.8509383,Sunset House Inc,12,ALLEGAN,20200422,"3126 babylon rd , allegan , mi 49010 , usa","3126 babylon rd, allegan, mi 49010, usa"
3,Tender Hearts Resthaven,42.7611038,-86.1563469,Rene Lopez,6,ALLEGAN,20210803,"6194 147 th avenue , holland , mi 49423 , usa","6194 147th ave, holland, mi 49423, usa"
3,Trinity House,42.6017244,-85.8795051,Trinity Home Health Agency LLC,6,ALLEGAN,20210205,"3407 125 th avenue , allegan , mi 49010 , usa","3407 125th ave, allegan, mi 49010, usa"
3,Vicinia Gardens of Otsego,42.4506248,-85.6830801,Eley Acres Holdings LLC,56,ALLEGAN,20200301,"700 eley street , otsego , mi 49078 , usa","700 eley st, otsego, mi 49078, usa"
3,William Crispe Community House,42.4424549,-85.6436075,"William Crispe Community House, Inc.",22,ALLEGAN,20200802,"203 w bridge st. , plainwell , mi 49080 , usa","203 w bridge st, plainwell, mi 49080, usa"
3,Woodlea Cottage,42.4778614,-85.6968911,"Turning Leaf Res Rehab Svcs., Inc.",6,ALLEGAN,20210131,"1565 wood lea drive , otsego , mi 49078 , usa","1565 woodlea dr, otsego, mi 49078, usa"
3,Wootens Foster Care,42.4611431,-85.6415839,Charleen Wooten,5,ALLEGAN,20200927,"565 north 10 th st , plainwell , mi 49080 , usa","565 n 10th st, plainwell, mi 49080, usa"
4,Beacon Home at Ossineke,44.9219713,-83.5057117,"The Country House, LLC",12,ALPENA,20200611,"10685 spruce rd , ossineke , mi 49766 , usa","10685 spruce rd, ossineke, mi 49766, usa"
4,Blue Horizons,45.0690303,-83.4388446,Blue Horizons Home Inc,12,ALPENA,20210409,"208 n. 8 th street , alpena , mi 49707 , usa","208 n 8th ave, alpena, mi 49707, usa"
4,Boucher's AFC,45.067047,-83.4250904,"Boucher, Lori & William",6,ALPENA,20210506,"810 n. second ave , alpena , mi 49707 , usa","810 n 2nd ave, alpena, mi 49707, usa"
4,Cambridge Home,45.0452789,-83.461339,Northeast Michigan CMH Authority,6,ALPENA,20201009,"755 cambridge , alpena , mi 49707 , usa","755 cambridge st, alpena, mi 49707, usa"
4,Chism Home,44.9511743,-83.6880377,Jennifer Chism,6,ALPENA,20210422,"8600 briar hill , herron , mi 49744 , usa","8600 briar hill rd, herron, mi 49744, usa"
4,Country Sunshine Care Home,45.1246856,-83.7031877,"Wittman, Jo",4,ALPENA,20200325,"12015 long rapids rd , lachine , mi 49753 , usa","12015 long rapids rd, lachine, mi 49753, usa"
4,Davison Home,45.0567715,-83.4862977,"Davison, Cynthia",3,ALPENA,20200924,"121 barrington circle , alpena , mi 49707 , usa","121 barrington cir, alpena, mi 49707, usa"
4,Gallaghers AFC,45.1922963,-83.4918283,"Gallagher, Kristie and Gallagher, Scott",6,ALPENA,20210512,"10393 w. long lake road , alpena , mi 49707 , usa","10393 w long lake rd, alpena, mi 49707, usa"
4,Holy Family AFC,45.054334,-83.4604743,"Holy Family Adult Foster Care, Inc.",6,ALPENA,20210406,"2612 s. 3 rd ave , alpena , mi 49707 , usa","2612 s 3rd ave, alpena, mi 49707, usa"
4,J.K.'s Care Home,45.0896032,-83.4697931,"Kotwicki, Judy",2,ALPENA,20210706,"1220 dow drive , alpena , mi 49707 , usa","1220 dow dr, alpena, mi 49707, usa"
4,Krueger AFC,45.0764528,-83.4711571,Krueger Sandra,2,ALPENA,20200501,"565 cardinal street , alpena , mi 49707 , usa","565 cardinal st, alpena, mi 49707, usa"
4,Precious Days,44.914031,-83.440272,Precious Days LLC,6,ALPENA,20200930,"11229 us 23 s , ossineke , mi 49766 , usa","11229 us-23, ossineke, mi 49766, usa"
4,Precious Days of Alpena,45.0803578,-83.4665477,Precious Days LLC,6,ALPENA,20210920,"351 pinecrest street , alpena , mi 49707 , usa","351 pinecrest st, alpena, mi 49707, usa"
4,Princeton Home,45.0840028,-83.4604431,Northeast Michigan CMH Authority,6,ALPENA,20220305,"215 princeton , alpena , mi 49707 , usa","215 princeton ave, alpena, mi 49707, usa"
4,Sally's Care Home I,45.0860251,-83.4576641,"Bobi Sue, Inc.",20,ALPENA,20210824,"740 st. onge , alpena , mi 49707 , usa","740 st onge st, alpena, mi 49707, usa"
4,Touch of Country,45.0473144,-83.4552516,Charlotte Dietz,9,ALPENA,20210117,"486 south oliver street , alpena , mi 49707 , usa","486 s oliver st, alpena, mi 49707, usa"
4,Turning Brook,45.0791745,-83.4678036,Retirement Living Management of Alpena LLC,20,ALPENA,20201024,"300 oxbow , alpena , mi 49707 , usa","300 oxbow dr, alpena, mi 49707, usa"
4,Turning Brook II,45.0819228,-83.4693109,Retirement Living Management of Alpena LLC,20,ALPENA,20210102,"100 village blvd. , alpena , mi 49407 , usa","100 village blvd, alpena, mi 49707, usa"
4,Turning Brook III,45.0800786,-83.4690182,Retirement Living Management of Alpena LLC,20,ALPENA,20210226,"400 oxbow dr. , alpena , mi 49707 , usa","400 oxbow dr, alpena, mi 49707, usa"
4,Victoria Home AFC,45.1550975,-83.6989742,"Owens, Victoria",5,ALPENA,20210227,"7560 m65 south , lachine , mi 49753 , usa","7560 m-65, lachine, mi 49753, usa"
4,Walnut Home,45.0725904,-83.4329739,Northeast Michigan CMH Authority,6,ALPENA,20200607,"638 walnut street , alpena , mi 49707 , usa","638 walnut st, alpena, mi 49707, usa"
5,Cherry Suite,44.8777124,-85.4250234,"Cherry Suite AFC, LLC",11,ANTRIM,20200323,"10774 us31 s , williamsburg , mi 49690 , usa","10774 us-31, williamsburg, mi 49690, usa"
5,Eastport Village Care Home,45.0716448,-85.2616602,"Eastport Village Care Home, LLC",20,ANTRIM,20210527,"5988 n m88 hwy , central lake , mi 49622 , usa","5988 north st, central lake, mi 49622, usa"
5,Elk Rapids Assisted Living,44.896005,-85.401231,Elk Rapids Assisted Living LLC,6,ANTRIM,20210824,"215 rivershore dr , elk rapids , mi 49629 , usa","215 rivershore dr, elk rapids, mi 49629, usa"
5,Heritage Haus,44.986801,-85.210792,Heritage Haus LLC,12,ANTRIM,20201226,"3230 s. m88 hwy , bellaire , mi 49615 , usa","3230 s m 88 hwy, bellaire, mi 49615, usa"
5,Kresnak,44.906953,-85.077218,Crisis Center Inc - DBA Listening Ear,4,ANTRIM,20211224,"644 kresnak road , mancelona , mi 49659 , usa","644 kresnak rd, mancelona, mi 49659, usa"
5,Majestic Manor,44.9021839,-85.0667156,"Tremblay, Delores",5,ANTRIM,20211103,"401 w. state street , mancelona , mi 49659 , usa","401 w state st, mancelona, mi 49659, usa"
5,Maple Street,44.9089426,-85.0616432,"Summertree Residential Centers, Inc.",4,ANTRIM,20211103,"607 north maple street , mancelona , mi 49659 , usa","607 n maple st, mancelona, mi 49659, usa"
5,North Limits,44.9099945,-85.0678616,Crisis Center Inc - DBA Listening Ear,6,ANTRIM,20210823,"1179 north limits , mancelona , mi 49659 , usa","1179 n limits, mancelona, mi 49659, usa"
5,Simonson AFC,45.066103,-85.2690467,"Simonson, Anna L.",6,ANTRIM,20210402,"8227 w. ballard , central lake , mi 49622 , usa","8227 w ballard st, central lake, mi 49622, usa"
5,South Torch Assisted Living,44.8491322,-85.3313499,South Torch Assisted Living LLC,12,ANTRIM,20211206,"12800 cherry ave , rapid city , mi 49676 , usa","12800 cherry ave, rapid city, mi 49676, usa"
5,Sterling Residence,45.043031,-85.042971,Sterling Residence LLC,6,ANTRIM,20220212,"8097 wildwood trail , mancelona , mi 49659 , usa","wildwood trail, mancelona, mi 49659, usa"
5,Walts AFC Home,44.92404,-85.190561,Walts Mary E.,6,ANTRIM,20210610,"4891 grange hall rd. , bellaire , mi 49615 , usa","4891 grange hall rd, bellaire, mi 49615, usa"
6,Almont AFC,43.9807351,-83.9532986,"Bay Human Services, Inc.",6,ARENAC,20210131,"140 almont street , standish , mi 48658 , usa","140 almont st, standish, mi 48658, usa"
6,Augres Care Center,44.0558231,-83.6856256,Augres Care Center Inc,20,ARENAC,20211011,"115 mackinaw , augres , mi 48703 , usa","mackinaw rd, au gres, mi 48703, usa"
6,Eden Fields  Memory Care,43.9804873,-83.9867879,Eden Fields Assisted Living And Memory Care,20,ARENAC,20201126,"3567 deep river rd. , standish , mi 48658 , usa","3567 deep river rd, standish, mi 48658, usa"
6,Eden Fields Assisted Living,43.9804873,-83.9867879,Eden Fields Assisted Living And Memory Care,20,ARENAC,20201126,"3567 deep river rd , standish , mi 48658 , usa","3567 deep river rd, standish, mi 48658, usa"
6,Elm Home,43.9807766,-83.9530067,Valley Residential Serv Inc.,6,ARENAC,20200318,"141 almont street , standish , mi 48658 , usa","141 almont st, standish, mi 48658, usa"
6,Grove Street AFC Home,43.978327,-83.9568694,"Bay Human Services, Inc.",6,ARENAC,20201206,"319 grove street , standish , mi 48658 , usa","319 s grove st, standish, mi 48658, usa"
6,Jenkins Foster Care Home,44.1258966,-84.1198811,Christina Jenkins-Sloan,12,ARENAC,20201223,"1461 sheldon street , alger , mi 48610 , usa","1461 sheldon st, alger, mi 48610, usa"
6,Orchard Bay AFC,43.9855637,-83.9547489,Valley Residential Serv Inc.,6,ARENAC,20210727,"400 orchard street , standish , mi 48658 , usa","400 orchard st, standish, mi 48658, usa"
6,The Horizon Senior Living IV,43.9799335,-83.9679357,"Mersadies Adult Care, LLC",20,ARENAC,20200414,"218 airpark drive , standish , mi 48658 , usa","218 airpark dr, standish, mi 48658, usa"
7,Aurora House,46.7486885,-88.4458687,Copper Country Community Mental Health Srvs Bd,6,BARAGA,20200329,"125 woods avenue , l'anse , mi 49946 , usa","woods ave, l'anse, mi 49946, usa"
7,Wood Haven,46.7470852,-88.448504,Copper Country Community Mental Health Srvs Bd,7,BARAGA,20200317,"501 east river drive , l'anse , mi 49946 , usa","501 e river dr, l'anse, mi 49946, usa"
8,AC Flower House LLC,42.5107879,-85.0946673,AC Flower House LLC,15,BARRY,20200619,"9950 s clark rd , nashville , mi 49073 , usa","9950 s clark rd, nashville, mi 49073, usa"
8,Boulter's AFC,42.4714093,-85.3701152,Dale & Marylon Boulter,6,BARRY,20200512,"12445 kingsbury rd , delton , mi 49046 , usa","12445 kingsbury rd, delton, mi 49046, usa"
8,Carveth Village of Middleville,42.7122036,-85.4743769,Carveth Village Assisted Living,68,BARRY,20200724,"690 w main street , middleville , mi 49333 , usa","690 w main st, middleville, mi 49333, usa"
8,Cedar Creek Of Hastings,42.6543421,-85.2339552,"Cedar Creek Of Hastings, LLC",12,BARRY,20210406,"2895 e m 79 , hastings , mi 49058 , usa","2895 e state rd m79, hastings, mi 49058, usa"
8,Church St AFC.,42.6616832,-85.2886149,Thurman Taylor,6,BARRY,20201010,"1505 n. church st , hasting , mi 49058 , usa","1505 n church st, hastings, mi 49058, usa"
8,"Cornerstone Living Center, Inc.",42.6126037,-85.2324258,"Cornerstone Living Center, Inc.",12,BARRY,20200713,"2900 kellems drive , hastings , mi 49058 , usa","2900 kellems dr, hastings, mi 49058, usa"
8,Cornett's Country Care Home,42.6069161,-85.4490686,"Cornett, Debra Kay",6,BARRY,20200430,"3240 mckibbin road , delton , mi 49046 , usa","3240 mckibbin rd, delton, mi 49046, usa"
8,Country Side Manor,42.6390841,-85.2323583,Sharon Yoder,5,BARRY,20201218,"2966 east center road , hastings , mi 49058 , usa","2966 e center rd, hastings, mi 49058, usa"
8,Elkins AFC,42.5590832,-85.5259384,Rebecca & Robert Elkins,2,BARRY,20200617,"6528 lafountaine drive , plainwell , mi 49080 , usa","6528 la fountaine dr, plainwell, mi 49080, usa"
8,Hanover Home,42.646702,-85.282816,Hanover Home Care Inc.,11,BARRY,20200606,"305 s. hanover street , hastings , mi 49058 , usa","305 s hanover st, hastings, mi 49058, usa"
8,Happy Acres,42.4566585,-85.3173166,Sallie Emert,3,BARRY,20200318,"2850 w leinaar , delton , mi 49046 , usa","2850 w leinaar rd, delton, mi 49046, usa"
8,Lallybroch Assisted Living,42.6522304,-85.2943525,Silver Cloud Management LLC,12,BARRY,20210820,"315 n. taffee drive , hastings , mi 49058 , usa","315 n taffee dr, hastings, mi 49058, usa"
8,Middleville Afc,42.7089125,-85.4696852,Winter Wood Inc.,12,BARRY,20211212,"307 broadway , middleville , mi 49333 , usa","307 s broadway st, middleville, mi 49333, usa"
8,Stoneridge AFC,42.4732314,-85.1939492,"Stoneridge AFC, LLC",20,BARRY,20210415,"4825 fruin rd , bellevue , mi 49021 , usa","4825 fruin rd, bellevue, mi 49021, usa"
8,Tidd's Foster Care Home,42.4677156,-85.4260723,Beth Tidd and Steven Tidd,12,BARRY,20200715,"12764 s m43 highway , delton , mi 49046 , usa","12764 m-43, delton, mi 49046, usa"
8,Tidds AFC Home,42.5076857,-85.4160443,Beth Tidd and Steven Tidd,6,BARRY,20210803,"6355 pine lake road , delton , mi 49046 , usa","6355 w pine lake rd, delton, mi 49046, usa"
8,Woodlawn Meadows Specialized Care,42.6630747,-85.2818454,"Woodlawn Meadows, LLC",20,BARRY,20210905,"1725 n. east st. , hastings , mi 49058 , usa","1725 n east st, hastings, mi 49058, usa"
8,Woodlawn Meadows Supportive Care,42.6633335,-85.2818461,"Woodlawn Meadows, LLC",20,BARRY,20210120,"1821 n. east st. , hastings , mi 49058 , usa","1821 n east st, hastings, mi 49058, usa"
9,Abet AFC Home,43.8129224,-84.0873825,Field LLC,12,BAY,20200902,"2561 n. garfield , pinconning , mi 48650 , usa","2561 n garfield rd, pinconning, mi 48650, usa"
9,"Auburn Fields Assisted Living II, LLC",43.604609,-84.060961,"Auburn Fields Assisted Living II, LLC",20,BAY,20210315,"4710 stephanie court , auburn , mi 48611 , usa","4710 stephanie ct, auburn, mi 48611, usa"
9,"Auburn Heights Senior Care, Inc.",43.6041186,-84.0685436,"Auburn Heights Senior Care, Inc.",20,BAY,20210318,"110 auburn road , auburn , mi 48611 , usa","110 n auburn rd, auburn, mi 48611, usa"
9,Autumn Ridge Gardens,43.5833314,-83.9526368,"Autumn Ridge Gardens, LLC",6,BAY,20211014,"5351 three mile rd , bay city , mi 48706 , usa","5351 3 mile rd, bay city, mi 48706, usa"
9,Bangor,43.6377765,-83.882875,"Bay Human Services, Inc.",6,BAY,20200913,"3501 bangor rd , bay city , mi 48706 , usa","3501 bangor rd, bay city, mi 48706, usa"
9,Baxwood,43.5827045,-83.943621,Riversbend Rehabilitation Inc,4,BAY,20210806,"5428 baxman road , bay city , mi 48706 , usa","5428 baxman rd, bay city, mi 48706, usa"
9,"Bay City Comfort Care, LLC",43.6216918,-83.9075728,"Tender Care of Michigan, LLC",67,BAY,20200423,"4130 shrestha drive , bay city , mi 48706 , usa","4130 shrestha dr, bay city, mi 48706, usa"
9,Bay House AFC,43.5959434,-83.8562859,"Hope Network, S.E.",6,BAY,20211209,"2501 center , bay city , mi 48708 , usa","2501 center ave, bay city, mi 48708, usa"
9,Bay Valley AFC Inc.,43.5918967,-83.9181382,Bay Valley Adult Foster Care Inc.,20,BAY,20210508,"5113 reinhardt lane , bay city , mi 48706 , usa","5113 reinhardt ln, bay city, mi 48706, usa"
9,Bayfield Assisted Living,43.6260318,-83.9478809,"Bayfield Assisted Living, LLC",70,BAY,20210205,"3932 monitor road , bay city , mi 48706 , usa","3932 monitor rd, bay city, mi 48706, usa"
9,Baywood,43.6182302,-83.919876,Riversbend Rehabilitation Inc,6,BAY,20200321,"4202 arctic drive , bay city , mi 48706 , usa","4202 arctic dr, bay city, mi 48706, usa"
9,Beacon Harbor # 3,43.7992279,-84.0864541,"Beacon Harbor Homes, Inc.",6,BAY,20200321,"2076 garfield , pinconning , mi 48650 , usa","2076 n garfield rd, pinconning, mi 48650, usa"
9,Beechwood,43.6334865,-83.8839707,"Michigan Community Services, Inc.",6,BAY,20201111,"3648 bangor road , bay city , mi 48706 , usa","3648 bangor rd, bay city, mi 48706, usa"
9,Birchwood,43.6237916,-83.9203917,Riversbend Rehabilitation Inc,6,BAY,20210312,"3336 wilder rd , bay city , mi 48706 , usa","3336 wilder rd, bay city, mi 48706, usa"
9,Brenda's Almost Heaven,43.6404083,-83.920582,"McKee, Brenda",5,BAY,20210425,"3426 barber road , bay city , mi 48706 , usa","3426 barber rd, bay city, mi 48706, usa"
9,Brookdale Bay City AL (MI),43.5866121,-83.835817,"Brookdale Senior Living Communities, Inc.",20,BAY,20200928,"734 n. pine road , bay city , mi 48708 , usa","734 n pine rd, bay city, mi 48708, usa"
9,Brookdale Bay City MC (MI),43.5864755,-83.8360731,"Brookdale Senior Living Communities, Inc.",20,BAY,20200923,"720 n. pine road , bay city , mi 48708 , usa","720 n pine rd, bay city, mi 48708, usa"
9,Brookwood CLF,43.6211168,-83.8836678,"Bay Human Services, Inc.",6,BAY,20200516,"909 murphy st. , bay city , mi 48706 , usa","909 murphy st, bay city, mi 48706, usa"
9,Candlestick CLF,43.6261304,-83.9264958,"Michigan Community Services, Inc.",6,BAY,20210110,"3123 candlestick lane , bay city , mi 48706 , usa","3123 candlestick ln, bay city, mi 48706, usa"
9,Charter Senior Living at Bay City 1,43.5818692,-83.83566,KJB TENANT BAY CITY LLC,20,BAY,20210201,"568 north pine road , bay city , mi 48708 , usa","568 n pine rd, bay city, mi 48708, usa"
9,Charter Senior Living at Bay City 2,43.5818692,-83.83566,KJB TENANT BAY CITY LLC,20,BAY,20210201,"568 north pine road , bay city , mi 48708 , usa","568 n pine rd, bay city, mi 48708, usa"
9,Close to Home,43.5699667,-83.9331741,Close to Home Assisted Living LLC,6,BAY,20200823,"5861 two mile rd. , bay city , mi 48706 , usa","5861 2 mile rd, bay city, mi 48706, usa"
9,Close To Home Assisted Living Hampton,43.5829395,-83.8485856,Close To Home Assisted Living Hampton,20,BAY,20210227,"581 north scheurmann road , bay city , mi 48708 , usa","581 n scheurmann rd, bay city, mi 48708, usa"
